age,income,debt_to_income,credit_score,loan_amount,location_text,officer_notes,approved
59,34153.45757675927,0.312268557923668,655.135058404009,26105.760073865185,Bangalore IT corridor,Address verification fully successful,0
49,32598.64092057699,0.526204569842049,572.8982661254923,5000.0,Nagpur logistics corridor,Past loan closed with minor delays,0
35,33340.04221195975,0.5266026652593747,609.0931454471196,17425.974842262312,Urban middle income locality,Borrower cooperative during verification call,0
63,90682.45501242476,0.3253026955442297,653.2701873443685,34945.367752142694,Jaipur urban residential area,Self employed professional with stable clients,1
28,21007.62116612787,0.1776494096501714,597.969458522885,6278.66973802834,Pune Hinjewadi IT park,High household expenses relative to income,1
41,31154.577933056717,0.4152812544480521,622.2298937989625,5000.0,Whitefield tech park area,Guarantor details provided and verified,0
59,77007.74262952793,0.3310211838053397,703.1529033267375,15987.42695901009,Urban middle income locality,GST returns consistent for last 3 years,1
39,30900.436402069456,0.6278825474149516,629.1887484126925,6850.6325991975555,Tier 2 industrial town,GST returns consistent for last 3 years,0
43,22745.21658034607,0.3575948112424656,624.4834693258215,5000.0,Bangalore IT corridor,Credit card utilisation consistently high,1
31,41419.5114927208,0.3659681615491503,587.7989130546591,5000.0,Tourism seasonal economy area,Income primarily cash based limited documentation,0
31,54329.37147659589,0.4710469799165501,613.5067706011865,22633.5984599112,Coimbatore manufacturing cluster,Business revenue declining over last year,0
44,29839.23791427899,0.3504913532051182,649.5550354125668,12854.93270123712,Semi rural district,Property ownership documents verified,1
56,47915.01478781279,0.4541534097745989,694.3101345087427,11040.175291739706,Pune Hinjewadi IT park,Income primarily cash based limited documentation,1
60,18245.841188552626,0.2691453882920759,542.5228597261244,5312.174781033661,Pune Hinjewadi IT park,Business income volatile seasonal variation,0
44,18760.07946247222,0.1822159628327916,706.2575916135305,7793.7253284442995,Agricultural dominant region,Employment contract valid and confirmed,1
23,29142.6163102722,0.2131147043512484,623.2722031447191,5000.0,Tier 2 industrial town,Income primarily cash based limited documentation,1
42,48776.73371402135,0.2994312605491106,643.3988024982347,5000.0,South Delhi posh locality,Self employed professional with stable clients,1
22,53143.388908494395,0.3677931122696053,699.3211788960868,16041.92197088641,Whitefield tech park area,Credit card utilisation consistently high,1
44,20110.392018191775,0.4248555942903738,805.7475642213255,5000.0,Agricultural dominant region,Borrower cooperative during verification call,1
64,52167.258869786885,0.4183471594899774,688.1253502984084,11208.271199498871,Lower Parel commercial district,Credit card utilisation consistently high,1
50,39468.3167019881,0.3515111099154527,615.6094566121549,16610.63416841102,Tier 2 service economy town,Borrower frequently changed residences,0
58,23397.808726034473,0.1894859726684947,662.9560385077483,5169.561553691186,Tier 2 industrial town,No guarantor available for loan,1
22,18637.03155075004,0.4548239107417307,679.479510329256,7237.570101335791,Bandra West residential zone,No guarantor available for loan,1
41,40737.79552337663,0.1247983918350169,551.813381989933,26681.118026418375,Agricultural dominant region,Multiple income sources disclosed,0
53,69201.76257945251,0.1748620339610682,574.1315598899319,49822.05730602597,Chennai OMR corridor,Credit card utilisation consistently high,0
32,36966.27226100267,0.3567793518656041,678.1897141071978,17485.742067988816,Urban informal settlement,GST registration present but filings irregular,1
42,22754.98622972807,0.4694678580651699,687.0339815228549,5000.0,Noida sector planned housing,Property ownership documents verified,1
64,14271.058102495346,0.4440967851519282,676.4737823267169,6083.381316415198,Bandra West residential zone,Borrower residence stable for many years,1
45,78021.94587299826,0.3349498411797063,695.5996462488242,47670.62534924091,Small town market center,Borrower frequently changed residences,0
47,61140.226812399225,0.4167125796172197,624.0983031897327,21606.01003970733,Tier 2 industrial town,Past loan closed without delays,0
62,42236.43112445539,0.1901819041040983,725.6368244053685,7045.460338217306,South Mumbai affluent area,Borrower frequently changed residences,1
48,76038.64551385274,0.2657304300272253,777.5112816989159,16576.088405959712,Chennai OMR corridor,Borrower cooperative during verification call,1
36,40617.71375717864,0.2680044045774071,604.8745862320088,22173.960364091345,Tourism seasonal economy area,Guarantor details provided and verified,0
35,27847.027988090405,0.2037684255682262,561.8555988913695,5391.602791437664,Tier 2 service economy town,Property ownership documents verified,1
64,47933.318326565706,0.2961062568758991,644.8660611725866,5252.460418811859,Urban middle income locality,Credit card utilisation consistently high,1
23,23983.878677811877,0.3186763782509707,711.4869938854729,5000.0,Chennai OMR corridor,Address verification partially successful,1
57,22074.449580009776,0.2806558637166845,696.27854379877,6877.350330322902,Mining dependent region,Borrower frequently changed residences,1
27,53412.68560082036,0.3114882465121033,660.0212401225152,13647.36440258582,Kochi port-adjacent locality,Business income volatile seasonal variation,1
41,55708.01903036071,0.05,488.2214085330653,5000.0,Border trade town,Address verification partially successful,0
29,19208.935872193317,0.4078538670762772,601.4775264715801,5000.0,Border trade town,High household expenses relative to income,0
59,19567.027511240376,0.2891577542435752,727.3314826238523,13293.744345135125,Hyderabad HITEC City,GST registration present but filings irregular,1
38,29070.382552977844,0.2890160169228212,527.8010901513226,9807.085499432878,Small town market center,Guarantor details provided and verified,0
24,25446.85868231552,0.1417570858928554,651.4461360450181,10747.74425939719,Small town market center,Guarantor details provided and verified,1
45,46085.073051922336,0.5826508905388146,609.8620094099502,5000.0,Indore emerging commercial zone,Borrower residence stable for many years,0
34,37198.54471318851,0.5897508075443226,695.763081381006,16106.81944725966,Jaipur urban residential area,Stable salaried employment verified,1
29,65020.19083140567,0.0997163068459175,533.2802965576611,39081.48249900323,Urban informal settlement,Property documents pending clarification,0
46,42558.243951107135,0.3146704668966361,628.9238971522317,15474.369752045472,Urban informal settlement,Business revenue declining over last year,1
22,26310.189725509703,0.4891688950813029,660.9700403997987,5000.0,Jaipur urban residential area,Business revenue declining over last year,1
40,14107.129248676029,0.2962197567529707,625.3843621148096,6039.2466525039,Urban informal settlement,Salary credited through employer account,1
48,39724.68223041606,0.2590796106616299,692.1858850699117,18365.65350561539,Coimbatore manufacturing cluster,No guarantor available for loan,1
27,15441.839342470048,0.2493371706792699,542.1286249208038,5000.0,Chennai OMR corridor,Business income volatile seasonal variation,0
64,26147.853488118897,0.3969057285324084,571.4595290159671,13433.811463832368,Semi rural district,Address verification partially successful,0
28,25314.600698203,0.7423090347630692,627.1498814426252,9878.719792034415,Nagpur logistics corridor,Salary credited through employer account,0
55,28163.62251816376,0.4741851531947315,673.5777096464249,5000.0,Mining dependent region,Past loan closed with minor delays,1
34,18806.970850949707,0.1837163741085953,685.8913676190659,5000.0,Lower Parel commercial district,GST registration present but filings irregular,1
37,25269.70928454383,0.2556675436485234,662.1005314205524,5881.268061299339,Gurgaon corporate hub,Household expenses within expected range,1
56,64405.3697112469,0.3098368744931656,585.6087068958785,18586.75927541506,Coimbatore manufacturing cluster,Bank statements show frequent cash deposits,0
60,64316.67731042059,0.2211249538524735,608.206379963549,19237.72214782144,Bangalore IT corridor,Guarantor details provided and verified,1
24,78139.41544652994,0.1931473600101963,727.3985614037803,35777.81472657244,Tier 2 industrial town,Address verification partially successful,1
22,36500.20890109541,0.4624894754712246,791.4744070286952,16967.915353249835,Electronic City industrial belt,Borrower hesitant during verification call,1
26,41589.77257453077,0.2745597551385699,692.6298706504946,25915.24747899325,Bangalore IT corridor,Stable salaried employment verified,1
62,64880.71498527244,0.4057722229020703,674.1013526232158,23859.531468178226,Trivandrum government employee area,Address verification fully successful,1
24,17407.727947739284,0.617364307718453,569.2331428833272,10362.421678042265,South Delhi posh locality,Property ownership documents verified,0
49,54329.04455049669,0.2713497244621686,663.7899109898933,26415.92695613009,Mining dependent region,Property documents pending clarification,0
38,69645.42989036113,0.3911938963065751,532.0102846077714,37982.09483338463,Small town market center,Salary credited through employer account,0
46,23283.956426120145,0.1964565891301967,741.9646564516087,14417.88080145944,Surat textile business district,Stable salaried employment verified,1
64,72498.38558500705,0.4123265247613057,689.2026524999327,16852.078858091212,Trivandrum government employee area,Address verification partially successful,1
54,101606.01754226183,0.545006660372189,645.9674098063028,28841.616221032546,Tourism seasonal economy area,Stable salaried employment verified,1
30,53579.58165739532,0.5372670702138117,568.9363488723363,5000.0,Electronic City industrial belt,Bank statements show frequent cash deposits,0
56,48886.2859070318,0.3563459011448349,662.7134942629759,25470.04295009748,Tourism seasonal economy area,Employment contract valid and confirmed,1
34,20746.06720560574,0.2721553388569462,544.8383920715295,10476.6963980948,Tier 2 industrial town,Credit card utilisation consistently high,0
51,61982.16519623561,0.3855205900469846,627.9889408447402,20387.72556772925,Bandra West residential zone,Bank statements show frequent cash deposits,0
35,21746.425402103905,0.3576667255096382,679.050524845875,9987.973430835633,Nagpur logistics corridor,Borrower cooperative during verification call,1
28,43689.8199702516,0.4191707577355966,600.1049820001549,22446.378897629715,Small town market center,Self employed professional with stable clients,0
34,45960.9569754245,0.254828028338586,647.194623197503,13964.91975141993,Jaipur urban residential area,Borrower hesitant during verification call,1
43,6987.467693685533,0.2899748543252711,813.1220760656106,5000.0,Small town market center,Household expenses within expected range,1
60,44484.74906478227,0.3172543878715823,524.8176716875911,13218.786065049808,Bangalore IT corridor,Multiple income sources disclosed,0
41,134690.8448653911,0.4499696361898189,595.9495657103539,37739.91596149709,Chennai OMR corridor,Bank statements show frequent cash deposits,0
36,12760.015719895637,0.4698769200757689,631.902184875011,5000.0,Urban middle income locality,Borrower residence stable for many years,0
38,35350.01172449097,0.2852656338698021,612.8549341560231,5000.0,Whitefield tech park area,High household expenses relative to income,1
44,13717.7008627018,0.1773523728614262,681.7061783301431,5000.0,Jaipur urban residential area,Business income volatile seasonal variation,1
46,23223.7160858492,0.4043960938252136,687.8221039480588,6634.768370852664,Lower Parel commercial district,Bank statements show frequent cash deposits,1
45,13837.140168419402,0.4597872323029115,653.1504453510744,5000.0,Surat textile business district,Guarantor details provided and verified,0
61,39331.11297894893,0.3298773555885262,659.534431420576,5000.0,Kochi port-adjacent locality,Borrower residence stable for many years,1
49,54003.40621592707,0.2429586348443633,524.2009228472942,7355.88547405488,South Delhi posh locality,Credit card utilisation within limits,0
35,44572.36452100548,0.2783045314416103,683.0848221616579,10862.196012688712,Trivandrum government employee area,Borrower hesitant during verification call,1
21,22808.96102799807,0.5959009103162051,663.5324077148974,12000.2143526953,Whitefield tech park area,Address verification fully successful,0
45,26777.107981963265,0.3832595447338193,601.4812715367977,5000.0,South Delhi posh locality,Business revenue declining over last year,0
27,41611.68694794439,0.5020087018127758,763.3119789366777,12879.97258022644,Bandra West residential zone,Self employed professional with stable clients,1
29,23168.248124703063,0.229536110145687,644.8224722304786,5000.0,Urban informal settlement,Guarantor details provided and verified,1
44,18687.356398497486,0.5315368271626671,665.7733732701856,5434.053306706606,Noida sector planned housing,Multiple income sources disclosed,0
21,32223.022803672964,0.4842029327795086,647.136661707584,5660.564371082848,Tier 2 service economy town,Address verification fully successful,0
64,22643.902635702212,0.3346377618353987,534.4576296075766,5954.578055193459,Hyderabad HITEC City,Address verification partially successful,0
28,44612.92787288405,0.4413409821677365,579.1304034852194,5000.0,South Delhi posh locality,Household expenses within expected range,0
44,69518.53593945422,0.5440901460631242,630.6360509608295,26564.73853933155,Tier 2 service economy town,Borrower residence stable for many years,0
31,133091.4415418345,0.1837967956724298,718.7483527808268,41584.7916790983,Urban middle income locality,High dependency on single client,1
37,43003.356770962775,0.2711399533345214,617.952387396283,14230.641311459573,Trivandrum government employee area,Income primarily cash based limited documentation,0
28,50160.647374302294,0.4286050897216807,664.4159692803266,24750.1864520732,Tourism seasonal economy area,Borrower frequently changed residences,1
55,26912.370461845796,0.353037239954648,681.8314190276868,5000.0,Chennai OMR corridor,Address verification partially successful,1
55,27758.895125921277,0.4116933506788958,594.0346932106839,5000.0,Bandra West residential zone,GST returns consistent for last 3 years,0
53,69011.47839331375,0.4532232286967746,584.4860240497413,43625.37362060999,Hyderabad HITEC City,Past loan closed with minor delays,0
